title,link
D-Link.DIR-619.formTcpipSetup.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/56132
Linksys.E5600.API.info.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56116
MS.Office.Internet.Shortcut.File.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56144
Malicious.VBA.Downloader,https://www.fortiguard.com/encyclopedia/ips/56140
Raisecom.Multiple.ISCOM.Devices.WebMGR.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56122
Realtek.rtl819x.Jungle.SDK.boa.formDnsv6.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56139
Realtek.rtl819x.Jungle.SDK.boa.formFilter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56142
Realtek.rtl819x.Jungle.SDK.boa.formRoute.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56141
Realtek.rtl819x.Jungle.SDK.boa.formWlEncrypt.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56138
Tenda.AC500.SetTimeZone.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/56119
Tenda.AC500.forSetVlanInfo.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/56121
Tenda.AC500.setVlanInfo.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/56120
MS.Outlook.CVE-2024-38021.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56092
MS.Windows.Hyper-V.CVE-2024-38080.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56080
MS.Windows.Kernel.CVE-2024-38052.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56081
MS.Windows.Kernel.CVE-2024-38054.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56083
MS.Windows.Win32.Kernel.CVE-2024-38085.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56082
MS.Windows.Win32k.CVE-2024-38059.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56085
Realtek.rtl819x.Jungle.SDK.boa.AdvDefaultPrefer.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56131
Realtek.rtl819x.Jungle.SDK.boa.formWsc.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56126
Realtek.rtl819x.Jungle.SDK.boa.interfacename.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56130
Realtek.rtl819x.Jungle.SDK.localPin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56129
Realtek.rtl819x.Jungle.SDK.peerPin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56128
Realtek.rtl819x.Jungle.SDK.targetAPSsid.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56127
Helmholz.REX100.ping.Authenticated.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56124
Jolokia.HttpRequestHandler.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56114
Apache.InLong.JDBC.URL.Arbitrary.File.Read,https://www.fortiguard.com/encyclopedia/ips/56108
Frangoteam.FUXA.download.Local.File.Inclusion,https://www.fortiguard.com/encyclopedia/ips/56109
OpenSSH.sshd.SIGALRM.Handler.Race.Condition,https://www.fortiguard.com/encyclopedia/ips/56106
Progress.WhatsUp.Gold.AppProfileImport.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/56110
Progress.WhatsUp.Gold.TestController.Chart.DoS,https://www.fortiguard.com/encyclopedia/ips/56107
Progress.WhatsUp.Gold.TestController.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56111
Ruijie.RG-BCR860.Network.Diagnostic.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56105
SolarWinds.Platform.Orion.Login.Race.Condition,https://www.fortiguard.com/encyclopedia/ips/55626
Edu-Sharing.mimetype.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/56094
NextChat.backup.SSRF,https://www.fortiguard.com/encyclopedia/ips/56095
Siemens.Multiple.Devices.Session-ID.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55673
TP-Link.Archer.Devices.login.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/56088
SolarWinds.Serv-U.InternalDir.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/56086
Multiple.Vendors.Command1.Field.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56057
TitanNit.Atemio.getcommand.parameter.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56056
Siklu.MultiHaul.TG.GetCredentials.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56055
Alkacon.OpenCMS.cmis-online.XXE,https://www.fortiguard.com/encyclopedia/ips/56046
Cacti.reports_user.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56037
Kiuwan.SAST.on-premise.login.html.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/56026
Tongda.Office.Anywhere.staff_relatives.delete.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56040
Cisco.Adaptive.Security.Appliances.NDP.RA.DoS,https://www.fortiguard.com/encyclopedia/ips/56023
Adobe.ColdFusion.CVE-2024-34112.Local.File.Inclusion,https://www.fortiguard.com/encyclopedia/ips/56010
Ectouch.CMS.parameter.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56003
MS.Windows.CVE-2024-30089.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55932
MS.Windows.CVE-2024-35250.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55935
MS.Windows.Kernel.Driver.CVE-2024-30084.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55938
MS.Windows.NT.Kernel.CVE-2024-30088.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55940
MS.Windows.Win32k.CVE-2024-30087.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55939
MS.Windows.Win32k.CVE-2024-30091.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55934
Tenda.G3.modifyDhcpRule.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55999
Atlassian.Confluence.CVE-2024-21683.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55994
Bludit.Pages.Editor.filename.Parameter.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55996
Fluent.Bit.handle_trace_request.Heap.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55993
Sysrv.Botnet,https://www.fortiguard.com/encyclopedia/ips/55936
TA505.Botnet,https://www.fortiguard.com/encyclopedia/ips/55943
Apache.OFBiz.xmlrpc.performCommand.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/55992
FPT.Routers.Ping_XForm.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55984
Phicomm.Routers.Current_time.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55986
Phicomm.Routers.PingAddr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55988
Phicomm.Routers.Sendnum.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55985
Phicomm.Routers.TrHops.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55987
ATEN.PE6208.Systemlog.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55980
